Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
551,Patrick Williams,PF,22,CHI,43,30,1174,159,359,0.443,59,148,0.399,100,211,0.474,0.525,52,66,0.788,46,120,166,66,40,33,57,87,429
552,Robert Williams,C,26,POR,6,0,119,17,26,0.654,0,0,,17,26,0.654,0.654,7,9,0.778,11,27,38,5,7,7,7,17,41
553,Vince Williams Jr.,SG,23,MEM,52,33,1436,169,379,0.446,79,209,0.378,90,170,0.529,0.55,104,130,0.8,59,231,290,175,47,34,92,135,521
554,Ziaire Williams,SF,22,MEM,51,15,1038,150,378,0.397,58,189,0.307,92,189,0.487,0.474,62,75,0.827,35,145,180,75,36,9,66,85,420
555,Zion Williamson,PF,23,NOP,63,63,1966,561,959,0.585,5,14,0.357,556,945,0.588,0.588,309,444,0.696,112,258,370,315,61,38,172,144,1436
556,D.J. Wilson,PF,27,PHI,2,0,15,4,6,0.667,2,2,1,2,4,0.5,0.833,0,0,,1,1,2,2,0,2,0,1,10
557,Jalen Wilson,PF,23,BRK,36,2,496,57,133,0.429,18,53,0.34,39,80,0.488,0.496,29,32,0.906,37,57,94,37,7,1,14,37,161
558,Dylan Windler,SF,27,TOT,16,0,82,11,23,0.478,9,20,0.45,2,3,0.667,0.674,0,0,,1,12,13,9,2,0,1,5,31
558,Dylan Windler,SF,27,NYK,3,0,7,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,,0,1,1,1,0,0,0,1,3
558,Dylan Windler,SF,27,LAL,8,0,28,4,9,0.444,4,8,0.5,0,1,0,0.667,0,0,,0,3,3,6,0,0,0,2,12
558,Dylan Windler,SF,27,ATL,5,0,47,6,12,0.5,4,10,0.4,2,2,1,0.667,0,0,,1,8,9,2,2,0,1,2,16
559,James Wiseman,C,22,DET,55,3,887,161,252,0.639,0,2,0,161,250,0.644,0.639,60,85,0.706,92,182,274,45,9,33,57,123,382
560,Christian Wood,PF,28,LAL,50,1,872,123,264,0.466,35,114,0.307,88,150,0.587,0.532,66,94,0.702,39,215,254,49,16,33,50,72,347
561,Delon Wright,PG,31,TOT,44,1,674,65,173,0.376,20,58,0.345,45,115,0.391,0.434,35,43,0.814,17,62,79,108,48,10,12,29,185
561,Delon Wright,PG,31,WAS,33,0,456,48,122,0.393,14,38,0.368,34,84,0.405,0.451,24,29,0.828,13,46,59,82,35,8,11,22,134
561,Delon Wright,PG,31,MIA,11,1,218,17,51,0.333,6,20,0.3,11,31,0.355,0.392,11,14,0.786,4,16,20,26,13,2,1,7,51
562,Thaddeus Young,PF,35,TOT,29,6,407,63,103,0.612,1,6,0.167,62,97,0.639,0.617,5,14,0.357,42,55,97,55,21,5,13,43,132
562,Thaddeus Young,PF,35,TOR,23,6,350,54,87,0.621,1,6,0.167,53,81,0.654,0.626,5,12,0.417,29,46,75,50,18,3,11,38,114
562,Thaddeus Young,PF,35,PHO,6,0,57,9,16,0.563,0,0,,9,16,0.563,0.563,0,2,0,13,9,22,5,3,2,2,5,18
563,Trae Young,PG,25,ATL,51,51,1862,418,982,0.426,169,456,0.371,249,526,0.473,0.512,339,396,0.856,22,118,140,553,70,11,220,106,1344
564,Omer Yurtseven,C,25,UTA,41,6,376,64,118,0.542,5,19,0.263,59,99,0.596,0.564,13,21,0.619,50,94,144,19,5,17,27,45,146
565,Cody Zeller,C,31,NOP,40,0,304,25,60,0.417,1,3,0.333,24,57,0.421,0.425,23,38,0.605,47,62,109,36,9,5,15,42,74
566,Ivica Zubac,C,26,LAC,62,62,1642,303,459,0.66,0,0,,303,459,0.66,0.66,111,155,0.716,181,383,564,84,19,76,73,168,717
